Date,Open,High,Low,Close*,Adj Close**,Volume
2-May-23,"34,017.62","34,017.75","33,436.66","33,668.77","33,668.77","202,753,450"
1-May-23,"34,116.81","34,257.83","34,030.14","34,051.70","34,051.70","244,190,000"
28-Apr-23,"33,797.43","34,104.56","33,728.40","34,098.16","34,098.16","354,310,000"
27-Apr-23,"33,381.66","33,859.75","33,374.65","33,826.16","33,826.16","343,240,000"
26-Apr-23,"33,596.34","33,645.83","33,235.85","33,301.87","33,301.87","321,170,000"
25-Apr-23,"33,828.34","33,875.49","33,525.39","33,530.83","33,530.83","297,880,000"
24-Apr-23,"33,805.04","33,891.15","33,726.09","33,875.40","33,875.40","252,020,000"
21-Apr-23,"33,793.60","33,858.83","33,688.57","33,808.96","33,808.96","291,080,000"
20-Apr-23,"33,740.60","33,875.39","33,677.74","33,786.62","33,786.62","307,910,000"
19-Apr-23,"33,889.83","33,957.98","33,814.65","33,897.01","33,897.01","251,490,000"
18-Apr-23,"33,965.16","34,018.62","33,791.89","33,976.63","33,976.63","253,570,000"
17-Apr-23,"33,930.46","33,991.23","33,796.91","33,987.18","33,987.18","234,530,000"
14-Apr-23,"33,981.71","34,082.94","33,730.85","33,886.47","33,886.47","276,720,000"
13-Apr-23,"33,668.97","34,054.99","33,605.17","34,029.69","34,029.69","277,230,000"
12-Apr-23,"33,764.21","33,895.43","33,593.32","33,646.50","33,646.50","260,300,000"
11-Apr-23,"33,586.75","33,781.29","33,586.75","33,684.79","33,684.79","241,430,000"
10-Apr-23,"33,425.25","33,590.24","33,343.43","33,586.52","33,586.52","232,920,000"
6-Apr-23,"33,420.96","33,525.96","33,325.37","33,485.29","33,485.29","258,680,000"
5-Apr-23,"33,394.60","33,543.84","33,376.27","33,482.72","33,482.72","286,660,000"
4-Apr-23,"33,594.79","33,634.72","33,275.62","33,402.38","33,402.38","283,360,000"
3-Apr-23,"33,245.78","33,632.90","33,245.78","33,601.15","33,601.15","311,890,000"
31-Mar-23,"32,901.96","33,291.00","32,901.96","33,274.15","33,274.15","353,740,000"
30-Mar-23,"32,807.43","32,905.80","32,682.87","32,859.03","32,859.03","283,380,000"
29-Mar-23,"32,566.54","32,728.04","32,539.94","32,717.60","32,717.60","314,110,000"
28-Mar-23,"32,434.85","32,551.01","32,295.50","32,394.25","32,394.25","248,560,000"
27-Mar-23,"32,276.72","32,564.00","32,276.72","32,432.08","32,432.08","291,560,000"
24-Mar-23,"32,038.22","32,257.24","31,805.18","32,237.53","32,237.53","317,070,000"
23-Mar-23,"32,101.49","32,511.49","31,864.74","32,105.25","32,105.25","335,430,000"
22-Mar-23,"32,570.19","32,761.89","32,020.46","32,030.11","32,030.11","325,990,000"
21-Mar-23,"32,420.71","32,593.68","32,346.12","32,560.60","32,560.60","363,190,000"
20-Mar-23,"31,872.33","32,280.07","31,872.33","32,244.58","32,244.58","357,210,000"
17-Mar-23,"32,217.32","32,217.32","31,728.70","31,861.98","31,861.98","712,100,000"
16-Mar-23,"31,827.65","32,281.61","31,571.46","32,246.55","32,246.55","440,940,000"
15-Mar-23,"31,759.87","31,906.47","31,429.82","31,874.57","31,874.57","420,910,000"
14-Mar-23,"32,055.29","32,306.59","31,805.40","32,155.40","32,155.40","391,760,000"
13-Mar-23,"31,819.93","32,240.35","31,624.87","31,819.14","31,819.14","429,090,000"
10-Mar-23,"32,185.14","32,422.10","31,783.41","31,909.64","31,909.64","397,790,000"
9-Mar-23,"32,876.83","32,990.46","32,190.60","32,254.86","32,254.86","315,860,000"
8-Mar-23,"32,872.08","32,903.44","32,612.70","32,798.40","32,798.40","242,750,000"
7-Mar-23,"33,428.31","33,453.25","32,838.21","32,856.46","32,856.46","299,400,000"
6-Mar-23,"33,425.32","33,572.22","33,383.47","33,431.44","33,431.44","329,190,000"
3-Mar-23,"33,076.33","33,405.82","33,008.41","33,390.97","33,390.97","300,050,000"
2-Mar-23,"32,780.97","33,083.45","32,665.85","33,003.57","33,003.57","317,450,000"
1-Mar-23,"32,656.37","32,746.15","32,500.71","32,661.84","32,661.84","292,810,000"
28-Feb-23,"32,873.47","32,873.47","32,636.43","32,656.70","32,656.70","303,760,000"
27-Feb-23,"32,906.16","33,189.28","32,814.18","32,889.09","32,889.09","243,660,000"
24-Feb-23,"32,999.19","32,999.19","32,643.48","32,816.92","32,816.92","277,120,000"
23-Feb-23,"33,175.39","33,272.40","32,795.67","33,153.91","33,153.91","288,120,000"
22-Feb-23,"33,169.33","33,245.97","32,948.27","33,045.09","33,045.09","321,910,000"
21-Feb-23,"33,699.69","33,699.69","33,115.74","33,129.59","33,129.59","348,320,000"
17-Feb-23,"33,677.01","33,846.64","33,517.73","33,826.69","33,826.69","302,900,000"
16-Feb-23,"33,992.09","34,041.16","33,686.59","33,696.85","33,696.85","317,530,000"
15-Feb-23,"34,008.63","34,130.49","33,833.10","34,128.05","34,128.05","267,530,000"
14-Feb-23,"34,194.09","34,331.47","33,827.45","34,089.27","34,089.27","288,820,000"
13-Feb-23,"33,887.39","34,249.60","33,887.39","34,245.93","34,245.93","302,600,000"
10-Feb-23,"33,671.54","33,897.31","33,591.99","33,869.27","33,869.27","288,150,000"
9-Feb-23,"34,105.61","34,252.57","33,607.13","33,699.88","33,699.88","347,520,000"
8-Feb-23,"34,132.90","34,161.65","33,899.79","33,949.01","33,949.01","324,090,000"
7-Feb-23,"33,769.78","34,240.00","33,634.10","34,156.69","34,156.69","361,620,000"
6-Feb-23,"33,874.44","33,962.84","33,683.58","33,891.02","33,891.02","296,400,000"
3-Feb-23,"33,926.30","34,179.58","33,813.86","33,926.01","33,926.01","425,150,000"
2-Feb-23,"34,129.30","34,145.14","33,814.78","34,053.94","34,053.94","429,910,000"
1-Feb-23,"34,039.60","34,334.70","33,581.42","34,092.96","34,092.96","370,120,000"
31-Jan-23,"33,803.56","34,095.23","33,664.91","34,086.04","34,086.04","360,240,000"
30-Jan-23,"33,909.21","34,055.29","33,695.18","33,717.09","33,717.09","343,920,000"
27-Jan-23,"33,952.93","34,164.33","33,830.85","33,978.08","33,978.08","441,260,000"
26-Jan-23,"33,771.66","33,953.79","33,635.60","33,949.41","33,949.41","327,000,000"
25-Jan-23,"33,538.36","33,773.09","33,273.21","33,743.84","33,743.84","341,720,000"
24-Jan-23,"33,444.72","33,782.92","33,310.56","33,733.96","33,733.96","299,310,000"
23-Jan-23,"33,439.56","33,782.88","33,316.25","33,629.56","33,629.56","355,220,000"
20-Jan-23,"33,073.46","33,381.95","32,948.93","33,375.49","33,375.49","367,330,000"
19-Jan-23,"33,171.35","33,227.49","32,982.05","33,044.56","33,044.56","319,770,000"
18-Jan-23,"33,948.49","34,016.53","33,269.90","33,296.96","33,296.96","351,670,000"
17-Jan-23,"34,222.32","34,269.97","33,860.67","33,910.85","33,910.85","353,050,000"
13-Jan-23,"34,075.31","34,342.32","33,915.49","34,302.61","34,302.61","274,110,000"
12-Jan-23,"34,047.86","34,292.67","33,792.10","34,189.97","34,189.97","308,190,000"
11-Jan-23,"33,754.03","33,974.69","33,711.04","33,973.01","33,973.01","301,650,000"
10-Jan-23,"33,516.43","33,726.54","33,421.80","33,704.10","33,704.10","268,260,000"
9-Jan-23,"33,664.39","33,935.11","33,487.66","33,517.65","33,517.65","327,840,000"
6-Jan-23,"33,055.30","33,710.66","32,997.39","33,630.61","33,630.61","360,740,000"
5-Jan-23,"33,191.72","33,191.72","32,812.33","32,930.08","32,930.08","337,920,000"
4-Jan-23,"33,165.14","33,409.10","33,033.48","33,269.77","33,269.77","379,400,000"
3-Jan-23,"33,148.90","33,387.52","32,850.57","33,136.37","33,136.37","355,930,000"
30-Dec-22,"33,121.61","33,152.55","32,847.82","33,147.25","33,147.25","295,500,000"
29-Dec-22,"33,021.43","33,293.42","33,020.35","33,220.80","33,220.80","243,060,000"
28-Dec-22,"33,264.76","33,379.55","32,869.15","32,875.71","32,875.71","252,260,000"
27-Dec-22,"33,224.23","33,387.72","33,069.58","33,241.56","33,241.56","246,010,000"
23-Dec-22,"32,961.06","33,226.14","32,814.02","33,203.93","33,203.93","221,050,000"
22-Dec-22,"33,233.35","33,233.35","32,573.43","33,027.49","33,027.49","340,640,000"
21-Dec-22,"33,028.09","33,437.84","33,028.09","33,376.48","33,376.48","328,020,000"
20-Dec-22,"32,735.24","32,992.23","32,649.45","32,849.74","32,849.74","303,970,000"
19-Dec-22,"32,921.45","33,038.94","32,581.97","32,757.54","32,757.54","326,430,000"
16-Dec-22,"33,166.46","33,166.46","32,654.59","32,920.46","32,920.46","756,310,000"
15-Dec-22,"33,773.00","33,773.00","33,016.16","33,202.22","33,202.22","394,290,000"
14-Dec-22,"34,086.07","34,395.65","33,704.17","33,966.35","33,966.35","339,090,000"
13-Dec-22,"34,268.44","34,712.28","33,890.88","34,108.64","34,108.64","442,650,000"
12-Dec-22,"33,519.50","34,005.04","33,519.50","34,005.04","34,005.04","313,440,000"
9-Dec-22,"33,746.71","33,844.63","33,462.65","33,476.46","33,476.46","287,630,000"
8-Dec-22,"33,695.97","33,899.17","33,642.46","33,781.48","33,781.48","271,830,000"
7-Dec-22,"33,556.40","33,774.27","33,503.67","33,597.92","33,597.92","359,980,000"
6-Dec-22,"33,936.87","34,006.63","33,418.59","33,596.34","33,596.34","306,220,000"
5-Dec-22,"34,335.73","34,335.73","33,846.81","33,947.10","33,947.10","312,960,000"
2-Dec-22,"34,265.45","34,483.21","34,039.73","34,429.88","34,429.88","290,580,000"
1-Dec-22,"34,533.59","34,595.51","34,129.35","34,395.01","34,395.01","348,720,000"
30-Nov-22,"33,795.43","34,589.77","33,583.77","34,589.77","34,589.77","524,440,000"
29-Nov-22,"33,847.80","33,933.91","33,662.45","33,852.53","33,852.53","279,750,000"
28-Nov-22,"34,275.91","34,303.88","33,799.35","33,849.46","33,849.46","300,330,000"
25-Nov-22,"34,213.04","34,386.51","34,199.57","34,347.03","34,347.03","131,660,000"
23-Nov-22,"34,091.57","34,262.07","34,004.64","34,194.06","34,194.06","236,820,000"
22-Nov-22,"33,810.05","34,115.70","33,810.05","34,098.10","34,098.10","277,070,000"
21-Nov-22,"33,760.30","33,864.59","33,559.18","33,700.28","33,700.28","352,960,000"
18-Nov-22,"33,606.59","33,827.94","33,540.64","33,745.69","33,745.69","312,950,000"
17-Nov-22,"33,329.27","33,616.02","33,239.75","33,546.32","33,546.32","319,210,000"
16-Nov-22,"33,554.93","33,682.83","33,516.99","33,553.83","33,553.83","301,560,000"
15-Nov-22,"33,755.94","33,987.06","33,320.20","33,592.92","33,592.92","390,610,000"
14-Nov-22,"33,662.05","33,964.30","33,533.96","33,536.70","33,536.70","354,340,000"
11-Nov-22,"33,797.75","33,817.96","33,394.43","33,747.86","33,747.86","427,790,000"
10-Nov-22,"33,263.91","33,727.73","33,167.82","33,715.37","33,715.37","480,130,000"
9-Nov-22,"33,004.47","33,065.11","32,478.87","32,513.94","32,513.94","355,200,000"
8-Nov-22,"32,934.56","33,355.39","32,831.46","33,160.83","33,160.83","335,340,000"
7-Nov-22,"32,454.10","32,895.59","32,424.99","32,827.00","32,827.00","336,300,000"
4-Nov-22,"32,265.01","32,611.52","31,938.92","32,403.22","32,403.22","422,370,000"
3-Nov-22,"31,985.05","32,185.71","31,727.05","32,001.25","32,001.25","354,440,000"
2-Nov-22,"32,576.28","33,071.93","32,139.77","32,147.76","32,147.76","398,430,000"
1-Nov-22,"32,862.79","32,975.48","32,485.23","32,653.20","32,653.20","323,210,000"
31-Oct-22,"32,754.27","32,883.86","32,586.93","32,732.95","32,732.95","390,890,000"
28-Oct-22,"32,204.31","32,889.81","32,158.38","32,861.80","32,861.80","495,830,000"
27-Oct-22,"32,062.14","32,388.42","31,993.21","32,033.28","32,033.28","375,720,000"
26-Oct-22,"31,738.44","32,172.42","31,738.44","31,839.11","31,839.11","430,400,000"
25-Oct-22,"31,463.65","31,876.15","31,423.53","31,836.74","31,836.74","336,930,000"
24-Oct-22,"31,187.32","31,603.63","31,161.41","31,499.62","31,499.62","345,040,000"
21-Oct-22,"30,291.18","31,119.27","30,206.28","31,082.56","31,082.56","418,190,000"
20-Oct-22,"30,411.92","30,822.96","30,265.20","30,333.59","30,333.59","333,190,000"
19-Oct-22,"30,439.04","30,662.11","30,226.90","30,423.81","30,423.81","314,030,000"
18-Oct-22,"30,697.52","30,837.90","30,301.83","30,523.80","30,523.80","387,130,000"
17-Oct-22,"30,059.58","30,311.95","29,997.62","30,185.82","30,185.82","369,820,000"
14-Oct-22,"30,192.21","30,428.82","29,614.30","29,634.83","29,634.83","379,090,000"
13-Oct-22,"28,755.83","30,168.54","28,660.94","30,038.72","30,038.72","470,260,000"
12-Oct-22,"29,233.06","29,455.12","29,136.03","29,210.85","29,210.85","304,420,000"
11-Oct-22,"29,085.20","29,608.42","29,074.23","29,239.19","29,239.19","352,920,000"
10-Oct-22,"29,419.09","29,485.82","29,010.41","29,202.88","29,202.88","315,410,000"
7-Oct-22,"29,685.27","29,685.27","29,142.66","29,296.79","29,296.79","367,950,000"
6-Oct-22,"30,206.13","30,329.61","29,859.34","29,926.94","29,926.94","306,840,000"
5-Oct-22,"30,078.36","30,454.46","29,886.44","30,273.87","30,273.87","290,610,000"
4-Oct-22,"29,826.67","30,325.05","29,826.67","30,316.32","30,316.32","375,640,000"
3-Oct-22,"28,855.25","29,647.79","28,855.25","29,490.89","29,490.89","397,830,000"
30-Sep-22,"29,123.03","29,355.78","28,715.85","28,725.51","28,725.51","464,260,000"
29-Sep-22,"29,513.73","29,513.73","28,997.34","29,225.61","29,225.61","388,820,000"
28-Sep-22,"29,198.92","29,811.78","29,114.97","29,683.74","29,683.74","436,040,000"
27-Sep-22,"29,419.88","29,659.12","28,958.22","29,134.99","29,134.99","355,460,000"
26-Sep-22,"29,536.84","29,630.77","29,161.12","29,260.81","29,260.81","369,450,000"
23-Sep-22,"29,955.65","29,955.65","29,250.47","29,590.41","29,590.41","388,200,000"
22-Sep-22,"30,204.52","30,302.28","29,994.53","30,076.68","30,076.68","335,270,000"
21-Sep-22,"30,819.39","31,020.79","30,181.99","30,183.78","30,183.78","354,960,000"
20-Sep-22,"30,888.53","30,888.53","30,465.91","30,706.23","30,706.23","317,970,000"
19-Sep-22,"30,722.86","31,026.89","30,559.37","31,019.68","31,019.68","291,200,000"
16-Sep-22,"30,866.61","30,866.61","30,550.08","30,822.42","30,822.42","627,920,000"
15-Sep-22,"31,124.68","31,277.69","30,882.08","30,961.82","30,961.82","345,500,000"
14-Sep-22,"31,141.02","31,276.82","30,885.02","31,135.09","31,135.09","348,670,000"
13-Sep-22,"32,006.50","32,006.50","31,018.54","31,104.97","31,104.97","428,930,000"
12-Sep-22,"32,159.49","32,504.04","32,159.49","32,381.34","32,381.34","339,250,000"
9-Sep-22,"31,876.22","32,227.74","31,876.22","32,151.71","32,151.71","310,980,000"
8-Sep-22,"31,481.95","31,783.37","31,321.50","31,774.52","31,774.52","344,340,000"
7-Sep-22,"31,145.63","31,644.34","31,095.21","31,581.28","31,581.28","345,080,000"
6-Sep-22,"31,343.79","31,463.89","31,048.46","31,145.30","31,145.30","347,320,000"
2-Sep-22,"31,848.50","32,026.90","31,182.09","31,318.44","31,318.44","306,180,000"
1-Sep-22,"31,454.58","31,677.51","31,219.75","31,656.42","31,656.42","339,360,000"
31-Aug-22,"31,827.15","31,966.04","31,509.59","31,510.43","31,510.43","392,780,000"
30-Aug-22,"32,163.84","32,205.66","31,647.22","31,790.87","31,790.87","317,150,000"
29-Aug-22,"32,188.00","32,325.16","31,972.79","32,098.99","32,098.99","317,820,000"
26-Aug-22,"33,293.43","33,364.70","32,278.22","32,283.40","32,283.40","352,850,000"
25-Aug-22,"33,029.27","33,306.09","32,889.85","33,291.78","33,291.78","308,530,000"
24-Aug-22,"32,899.01","33,095.50","32,828.56","32,969.23","32,969.23","256,900,000"
23-Aug-22,"33,033.52","33,138.26","32,858.89","32,909.59","32,909.59","251,870,000"
22-Aug-22,"33,586.59","33,586.59","33,007.63","33,063.61","33,063.61","308,900,000"
19-Aug-22,"33,904.69","33,904.69","33,627.09","33,706.74","33,706.74","293,990,000"
18-Aug-22,"33,981.86","34,043.83","33,844.46","33,999.04","33,999.04","282,550,000"
17-Aug-22,"34,029.55","34,161.01","33,828.41","33,980.32","33,980.32","281,390,000"
16-Aug-22,"33,924.35","34,281.36","33,852.57","34,152.01","34,152.01","288,670,000"
15-Aug-22,"33,710.70","33,954.71","33,582.96","33,912.44","33,912.44","262,670,000"
12-Aug-22,"33,430.72","33,767.09","33,398.32","33,761.05","33,761.05","299,140,000"
11-Aug-22,"33,451.51","33,651.80","33,289.83","33,336.67","33,336.67","308,030,000"
10-Aug-22,"33,130.63","33,364.41","33,130.63","33,309.51","33,309.51","311,740,000"
9-Aug-22,"32,807.36","32,877.53","32,702.66","32,774.41","32,774.41","281,080,000"
8-Aug-22,"32,877.36","33,109.96","32,769.10","32,832.54","32,832.54","275,350,000"
5-Aug-22,"32,593.90","32,814.61","32,489.62","32,803.47","32,803.47","273,010,000"
4-Aug-22,"32,805.69","32,829.22","32,652.63","32,726.82","32,726.82","315,590,000"
3-Aug-22,"32,514.21","32,912.74","32,514.21","32,812.50","32,812.50","342,160,000"
2-Aug-22,"32,691.29","32,772.93","32,387.12","32,396.17","32,396.17","316,740,000"
1-Aug-22,"32,755.71","32,972.03","32,640.79","32,798.40","32,798.40","321,180,000"
29-Jul-22,"32,515.62","32,910.18","32,493.02","32,845.13","32,845.13","487,360,000"
28-Jul-22,"32,197.62","32,609.54","31,982.61","32,529.63","32,529.63","331,110,000"
27-Jul-22,"31,865.05","32,336.23","31,799.43","32,197.59","32,197.59","365,480,000"
26-Jul-22,"31,950.04","31,950.04","31,705.36","31,761.54","31,761.54","324,930,000"
25-Jul-22,"31,950.93","32,029.03","31,821.67","31,990.04","31,990.04","255,450,000"
22-Jul-22,"32,167.92","32,219.25","31,731.47","31,899.29","31,899.29","319,880,000"
21-Jul-22,"31,826.49","32,040.63","31,534.08","32,036.90","32,036.90","302,320,000"
20-Jul-22,"31,829.99","31,944.45","31,646.95","31,874.84","31,874.84","313,520,000"
19-Jul-22,"31,165.91","31,842.25","31,165.91","31,827.05","31,827.05","378,720,000"
18-Jul-22,"31,475.98","31,644.68","30,982.97","31,072.61","31,072.61","309,960,000"
15-Jul-22,"30,775.37","31,288.26","30,775.37","31,288.26","31,288.26","321,570,000"
14-Jul-22,"30,451.80","30,680.12","30,143.93","30,630.17","30,630.17","325,130,000"
13-Jul-22,"30,743.63","30,979.17","30,514.61","30,772.79","30,772.79","291,830,000"
12-Jul-22,"31,113.31","31,346.10","30,860.51","30,981.33","30,981.33","324,190,000"
11-Jul-22,"31,277.98","31,367.55","31,114.40","31,173.84","31,173.84","245,020,000"
8-Jul-22,"31,348.43","31,511.46","31,212.45","31,338.15","31,338.15","238,120,000"
7-Jul-22,"31,190.65","31,421.84","31,154.64","31,384.55","31,384.55","296,620,000"
6-Jul-22,"30,957.30","31,224.69","30,794.84","31,037.68","31,037.68","289,800,000"
5-Jul-22,"30,903.12","30,971.74","30,355.12","30,967.82","30,967.82","323,080,000"
1-Jul-22,"30,737.77","31,139.35","30,487.79","31,097.26","31,097.26","310,440,000"
30-Jun-22,"30,790.00","30,979.85","30,431.87","30,775.43","30,775.43","394,070,000"
29-Jun-22,"31,067.41","31,152.96","30,894.53","31,029.31","31,029.31","269,390,000"
28-Jun-22,"31,549.05","31,885.09","30,934.33","30,946.99","30,946.99","350,780,000"
27-Jun-22,"31,533.60","31,598.59","31,351.37","31,438.26","31,438.26","309,910,000"
24-Jun-22,"30,846.94","31,517.29","30,846.94","31,500.68","31,500.68","465,480,000"
23-Jun-22,"30,570.33","30,715.63","30,293.40","30,677.36","30,677.36","361,420,000"
22-Jun-22,"30,352.57","30,777.92","30,166.01","30,483.13","30,483.13","343,490,000"
21-Jun-22,"30,074.69","30,653.98","30,074.69","30,530.25","30,530.25","376,900,000"
17-Jun-22,"29,912.70","30,167.52","29,653.29","29,888.78","29,888.78","692,830,000"
16-Jun-22,"30,305.74","30,305.74","29,740.35","29,927.07","29,927.07","442,910,000"
15-Jun-22,"30,570.50","31,011.97","30,185.08","30,668.53","30,668.53","392,670,000"
14-Jun-22,"30,592.34","30,690.80","30,144.23","30,364.83","30,364.83","366,800,000"
13-Jun-22,"31,144.91","31,144.91","30,373.72","30,516.74","30,516.74","472,290,000"
10-Jun-22,"32,053.52","32,053.52","31,387.84","31,392.79","31,392.79","362,300,000"
9-Jun-22,"32,828.62","32,956.73","32,267.78","32,272.79","32,272.79","289,710,000"
8-Jun-22,"33,087.07","33,156.50","32,824.37","32,910.90","32,910.90","270,470,000"
7-Jun-22,"32,783.03","33,207.45","32,641.85","33,180.14","33,180.14","270,750,000"
6-Jun-22,"33,032.04","33,235.37","32,819.50","32,915.78","32,915.78","253,010,000"
3-Jun-22,"32,986.32","33,135.61","32,839.21","32,899.70","32,899.70","298,570,000"
2-Jun-22,"32,809.01","33,248.61","32,509.43","33,248.28","33,248.28","333,210,000"
1-Jun-22,"33,156.31","33,272.34","32,584.76","32,813.23","32,813.23","338,210,000"
31-May-22,"33,160.59","33,240.22","32,752.34","32,990.12","32,990.12","533,560,000"
27-May-22,"32,735.09","33,213.62","32,682.01","33,212.96","33,212.96","328,770,000"
26-May-22,"32,248.17","32,774.14","32,248.17","32,637.19","32,637.19","351,220,000"
25-May-22,"31,816.31","32,254.44","31,754.33","32,120.28","32,120.28","343,460,000"
24-May-22,"31,717.61","32,014.86","31,365.59","31,928.62","31,928.62","382,950,000"
23-May-22,"31,395.89","31,968.42","31,395.89","31,880.24","31,880.24","402,010,000"
20-May-22,"31,426.94","31,515.78","30,635.76","31,261.90","31,261.90","495,510,000"
19-May-22,"31,262.62","31,569.13","31,016.41","31,253.13","31,253.13","517,190,000"
18-May-22,"32,468.67","32,468.67","31,393.95","31,490.07","31,490.07","465,060,000"
17-May-22,"32,427.00","32,689.14","32,308.15","32,654.59","32,654.59","389,310,000"
16-May-22,"32,152.15","32,514.02","31,928.18","32,223.42","32,223.42","330,030,000"
13-May-22,"31,963.86","32,276.05","31,862.79","32,196.66","32,196.66","388,520,000"
12-May-22,"31,699.04","31,914.46","31,228.22","31,730.30","31,730.30","544,240,000"
11-May-22,"32,123.24","32,584.02","31,798.86","31,834.11","31,834.11","458,460,000"
10-May-22,"32,504.09","32,752.17","31,887.89","32,160.74","32,160.74","439,290,000"
9-May-22,"32,685.17","32,685.17","32,121.98","32,245.70","32,245.70","470,770,000"
6-May-22,"32,773.88","33,055.84","32,474.69","32,899.37","32,899.37","416,520,000"
5-May-22,"33,854.17","33,854.17","32,685.10","32,997.97","32,997.97","448,420,000"
4-May-22,"33,171.80","34,117.74","33,021.84","34,061.06","34,061.06","411,060,000"
3-May-22,"33,086.09","33,341.58","32,914.75","33,128.79","33,128.79","364,420,000"
2-May-22,"32,978.49","33,224.95","32,449.87","33,061.50","33,061.50","453,390,000"
*Close price adjusted for splits.**Adjusted close price adjusted for splits and dividend and/or capital gain distributions.,,,,,,
